fpr,tpr,t,auc
0.9482448979591837,0.9935699588477366,0.32608695652173914,0.8193105421180819
0.9529795918367346,0.9944701646090535,0.31521739130434784,0.8193105421180819
0.9583673469387755,0.9951131687242798,0.30434782608695654,0.8193105421180819
0.9631020408163266,0.9957561728395061,0.29347826086956524,0.8193105421180819
0.9675102040816327,0.9962705761316872,0.2826086956521739,0.8193105421180819
0.9706122448979592,0.9969135802469136,0.2717391304347826,0.8193105421180819
0.9750204081632653,0.9971707818930041,0.2608695652173913,0.8193105421180819
0.9777959183673469,0.9979423868312757,0.25,0.8193105421180819
0.980734693877551,0.9981995884773662,0.2391304347826087,0.8193105421180819
0.9830204081632653,0.998585390946502,0.22826086956521738,0.8193105421180819
0.9862857142857143,0.9988425925925926,0.20652173913043478,0.8193105421180819
0.9888979591836735,0.9992283950617284,0.1956521739130435,0.8193105421180819
0.9903673469387755,0.9996141975308642,0.18478260869565216,0.8193105421180819
0.9921632653061224,0.9998713991769548,0.17391304347826086,0.8193105421180819
0.9934693877551021,0.9998713991769548,0.16304347826086957,0.8193105421180819
0.9946122448979592,0.9998713991769548,0.15217391304347827,0.8193105421180819
0.9955918367346939,1.0,0.14130434782608695,0.8193105421180819
0.996734693877551,1.0,0.13043478260869565,0.8193105421180819
0.9977142857142857,1.0,0.11956521739130435,0.8193105421180819
0.9980408163265306,1.0,0.10869565217391304,0.8193105421180819
0.9985306122448979,1.0,0.09782608695652174,0.8193105421180819
0.9986938775510205,1.0,0.08695652173913043,0.8193105421180819
0.9995102040816326,1.0,0.07608695652173914,0.8193105421180819
1.0,1.0,0.06521739130434782,0.8193105421180819
