fpr,tpr,t,auc
0.0,0.0,inf,0.7465079575039892
0.0009795918367346938,0.0,1.0,0.7465079575039892
0.0017959183673469388,0.0,0.9999999999999458,0.7465079575039892
0.0017959183673469388,0.0001286008230452675,0.9999999999998119,0.7465079575039892
0.002285714285714286,0.0001286008230452675,0.9999999999985019,0.7465079575039892
0.002285714285714286,0.00038580246913580245,0.9999999999974998,0.7465079575039892
0.0029387755102040815,0.00038580246913580245,0.9999999999938469,0.7465079575039892
0.0029387755102040815,0.00051440329218107,0.9999999999936211,0.7465079575039892
0.003918367346938775,0.00051440329218107,0.9999999999113949,0.7465079575039892
0.003918367346938775,0.0006430041152263374,0.9999999998395104,0.7465079575039892
0.0042448979591836735,0.0006430041152263374,0.999999999783413,0.7465079575039892
0.0042448979591836735,0.0007716049382716049,0.9999999996651225,0.7465079575039892
0.004408163265306122,0.0007716049382716049,0.9999999996496114,0.7465079575039892
0.004408163265306122,0.001286008230452675,0.9999999993203998,0.7465079575039892
0.004571428571428572,0.001286008230452675,0.9999999991420814,0.7465079575039892
0.004571428571428572,0.0023148148148148147,0.9999999955432008,0.7465079575039892
0.004897959183673469,0.0023148148148148147,0.999999994314108,0.7465079575039892
0.004897959183673469,0.00257201646090535,0.9999999935520727,0.7465079575039892
0.004897959183673469,0.002829218106995885,0.9999999913715817,0.7465079575039892
0.004897959183673469,0.00360082304526749,0.9999999782227134,0.7465079575039892
0.005061224489795919,0.00360082304526749,0.9999999729157657,0.7465079575039892
0.005061224489795919,0.003986625514403292,0.9999999645116228,0.7465079575039892
0.005387755102040816,0.003986625514403292,0.9999999603136744,0.7465079575039892
0.005387755102040816,0.005401234567901234,0.9999999103213859,0.7465079575039892
0.005551020408163266,0.005401234567901234,0.9999998986380313,0.7465079575039892
0.005551020408163266,0.006815843621399177,0.9999997153696532,0.7465079575039892
0.005714285714285714,0.006815843621399177,0.999999707190244,0.7465079575039892
0.005714285714285714,0.007844650205761318,0.9999994707893388,0.7465079575039892
0.005877551020408163,0.007844650205761318,0.9999994640442026,0.7465079575039892
0.005877551020408163,0.008101851851851851,0.9999993779323659,0.7465079575039892
0.005877551020408163,0.009645061728395061,0.9999987870947832,0.7465079575039892
0.005877551020408163,0.009902263374485597,0.9999986497880703,0.7465079575039892
0.005877551020408163,0.010159465020576132,0.9999986182018441,0.7465079575039892
0.0060408163265306125,0.010159465020576132,0.9999986161216272,0.7465079575039892
0.0060408163265306125,0.010673868312757202,0.9999981413524119,0.7465079575039892
0.006204081632653061,0.010673868312757202,0.9999979204831987,0.7465079575039892
0.006204081632653061,0.011959876543209876,0.9999969461486452,0.7465079575039892
0.00636734693877551,0.011959876543209876,0.9999968771758495,0.7465079575039892
0.00636734693877551,0.012988683127572016,0.999993816647649,0.7465079575039892
0.00636734693877551,0.013245884773662552,0.9999936494795713,0.7465079575039892
0.00636734693877551,0.014017489711934157,0.9999928263366468,0.7465079575039892
0.00636734693877551,0.01427469135802469,0.9999926342654785,0.7465079575039892
0.00636734693877551,0.01684670781893004,0.999985596941945,0.7465079575039892
0.00636734693877551,0.017103909465020575,0.9999845896633005,0.7465079575039892
0.00636734693877551,0.017361111111111112,0.999983532107958,0.7465079575039892
0.006530612244897959,0.017361111111111112,0.999982856929884,0.7465079575039892
0.006530612244897959,0.01748971193415638,0.9999828102200332,0.7465079575039892
0.006530612244897959,0.017746913580246913,0.9999824339129718,0.7465079575039892
0.006530612244897959,0.018132716049382717,0.9999786955295104,0.7465079575039892
0.006693877551020408,0.018132716049382717,0.9999773544077866,0.7465079575039892
0.006693877551020408,0.019161522633744855,0.9999743296493392,0.7465079575039892
0.006693877551020408,0.01941872427983539,0.9999742048505148,0.7465079575039892
0.006693877551020408,0.020318930041152265,0.9999714044504634,0.7465079575039892
0.006693877551020408,0.0205761316872428,0.9999701957515214,0.7465079575039892
0.006693877551020408,0.022505144032921812,0.9999578861252635,0.7465079575039892
0.006857142857142857,0.022505144032921812,0.9999578498684639,0.7465079575039892
0.006857142857142857,0.024819958847736627,0.9999386256816792,0.7465079575039892
0.007020408163265306,0.024819958847736627,0.9999384163336188,0.7465079575039892
0.007020408163265306,0.02507716049382716,0.9999379778827941,0.7465079575039892
0.007020408163265306,0.026363168724279837,0.9999217988759376,0.7465079575039892
0.007020408163265306,0.02662037037037037,0.9999213728702652,0.7465079575039892
0.007020408163265306,0.02700617283950617,0.9999198946235252,0.7465079575039892
0.007183673469387755,0.02700617283950617,0.9999188578077377,0.7465079575039892
0.007183673469387755,0.028420781893004114,0.9999063970632425,0.7465079575039892
0.007346938775510204,0.028420781893004114,0.9999041143280423,0.7465079575039892
0.007346938775510204,0.030992798353909466,0.9998731562212744,0.7465079575039892
0.007346938775510204,0.03125,0.9998717929515832,0.7465079575039892
0.007346938775510204,0.03189300411522634,0.9998680309006915,0.7465079575039892
0.007510204081632653,0.03189300411522634,0.9998669584709426,0.7465079575039892
0.007510204081632653,0.03215020576131687,0.9998650459099889,0.7465079575039892
0.007673469387755102,0.03215020576131687,0.9998629252818815,0.7465079575039892
0.007673469387755102,0.03292181069958848,0.999848040922569,0.7465079575039892
0.00783673469387755,0.03292181069958848,0.9998469388312645,0.7465079575039892
0.00783673469387755,0.03485082304526749,0.9998295910405146,0.7465079575039892
0.00783673469387755,0.03510802469135803,0.9998290167414164,0.7465079575039892
0.008,0.03510802469135803,0.9998226449067028,0.7465079575039892
0.008,0.03575102880658436,0.999813093590291,0.7465079575039892
0.00816326530612245,0.03575102880658436,0.999809043293818,0.7465079575039892
0.00816326530612245,0.0363940329218107,0.9997970847983697,0.7465079575039892
0.00816326530612245,0.03665123456790124,0.9997965154272057,0.7465079575039892
0.00816326530612245,0.03806584362139918,0.9997840207101374,0.7465079575039892
0.00816326530612245,0.03832304526748971,0.9997797735557225,0.7465079575039892
0.00816326530612245,0.03883744855967078,0.9997700139582862,0.7465079575039892
0.00816326530612245,0.03909465020576132,0.9997669762686946,0.7465079575039892
0.00816326530612245,0.041666666666666664,0.9997129416055355,0.7465079575039892
0.00816326530612245,0.041923868312757205,0.9997114089212551,0.7465079575039892
0.008326530612244898,0.041923868312757205,0.9997113378072556,0.7465079575039892
0.008326530612244898,0.043467078189300415,0.9996855470640184,0.7465079575039892
0.008489795918367347,0.043467078189300415,0.9996836869289143,0.7465079575039892
0.008489795918367347,0.04526748971193416,0.9996371554230377,0.7465079575039892
0.008653061224489797,0.04526748971193416,0.9996364706342353,0.7465079575039892
